City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
147,Gambiran,ID,2021-04-10 00:44:58,-6.7988,111.4951,299.91,83,67,1.64
148,Jalu,LY,2021-04-10 00:45:00,29.0331,21.5482,285.78,52,0,7.02
149,Itarema,BR,2021-04-10 00:45:01,-2.9248,-39.9167,299.56,83,35,5.31
150,Atar,MR,2021-04-10 00:45:06,20.5169,-13.0499,299.44,19,0,4.95
151,Tibati,CM,2021-04-10 00:41:01,6.4667,12.6333,294.07,74,100,1.49
152,Salta,AR,2021-04-10 00:43:32,-24.7859,-65.4117,295.15,83,40,1.03
153,Bethel,US,2021-04-10 00:45:12,41.3712,-73.414,286.15,67,75,3.09
154,Qaanaaq,GL,2021-04-10 00:45:14,77.484,-69.3632,261.6,59,100,3.64
155,Lompoc,US,2021-04-10 00:40:52,34.6391,-120.4579,287.15,67,0,9.77
156,Pendra,IN,2021-04-10 00:45:17,22.7667,81.95,296.44,33,2,1.55
157,Ambilobe,MG,2021-04-10 00:45:19,-13.2,49.05,295.42,95,86,1.28
158,Lensk,RU,2021-04-10 00:45:21,60.7253,114.9278,261.9,82,100,4.21
159,Gizo,SB,2021-04-10 00:45:22,-8.103,156.8419,301.9,73,88,3.68
160,Kutum,SD,2021-04-10 00:45:24,14.2,24.6667,293.32,10,10,3.99
161,Hualmay,PE,2021-04-10 00:45:25,-11.0964,-77.6139,293.9,87,100,3.46
162,Dembi Dolo,ET,2021-04-10 00:45:27,8.5333,34.8,290.55,46,10,1.43
163,Medowie,AU,2021-04-10 00:45:29,-32.7333,151.8667,296.48,64,57,7.2
164,Narsaq,GL,2021-04-10 00:45:31,60.9167,-46.05,276.15,75,75,1.54
165,Rexburg,US,2021-04-10 00:44:16,43.826,-111.7897,282.59,21,1,4.12
166,Calvinia,ZA,2021-04-10 00:45:33,-31.4707,19.776,292.41,29,17,1.32
167,Klaksvik,FO,2021-04-10 00:45:34,62.2266,-6.589,271.15,86,90,9.26
168,Ostrovnoy,RU,2021-04-10 00:45:37,68.0531,39.5131,272.95,86,100,12.86
169,Hegra,NO,2021-04-10 00:45:40,63.4644,11.114,274.82,93,90,2.06
170,Dunedin,NZ,2021-04-10 00:45:41,-45.8742,170.5036,285.93,88,100,0.45
171,Goderich,CA,2021-04-10 00:45:42,43.7501,-81.7165,285.63,69,72,9.78
172,Geraldton,AU,2021-04-10 00:45:44,-28.7667,114.6,299.15,50,90,9.77
173,Alice Springs,AU,2021-04-10 00:45:45,-23.7,133.8833,299.26,38,85,6.17
174,Ternovskaya,RU,2021-04-10 00:45:47,45.8542,40.4086,275.93,95,100,3.14
175,Hilo,US,2021-04-10 00:44:33,19.7297,-155.09,299.15,53,75,5.14
176,Chuy,UY,2021-04-10 00:45:49,-33.6971,-53.4616,292.73,94,100,1.71
177,Bulz,RO,2021-04-10 00:45:50,46.9167,22.6833,276.15,56,43,3.09
178,Belyy Yar,RU,2021-04-10 00:45:52,53.6039,91.3903,274.15,75,0,4.0
179,Ratnagiri,IN,2021-04-10 00:45:53,16.9833,73.3,299.09,71,81,4.98
180,Carnarvon,AU,2021-04-10 00:45:55,-24.8667,113.6333,301.15,65,90,4.12
181,Goure,NE,2021-04-10 00:45:56,13.9835,10.2704,299.1,5,89,3.94
182,Prince Albert,CA,2021-04-10 00:45:58,53.2001,-105.7677,281.15,31,75,3.09
183,Lorengau,PG,2021-04-10 00:45:59,-2.0226,147.2712,300.01,84,100,5.39
184,Sao Jose Da Coroa Grande,BR,2021-04-10 00:46:01,-8.8978,-35.1478,298.63,83,67,4.26
185,Souillac,MU,2021-04-10 00:46:02,-20.5167,57.5167,297.15,94,75,5.14
186,Kampene,CD,2021-04-10 00:46:04,-3.6,26.6667,292.71,99,80,0.59
187,Yavatmal,IN,2021-04-10 00:46:05,20.4,78.1333,300.6,41,34,2.76
188,Trincomalee,LK,2021-04-10 00:46:06,8.5711,81.2335,299.86,77,39,2.74
189,Do Gonbadan,IR,2021-04-10 00:46:08,30.3586,50.7981,294.15,26,0,1.34
190,Andenes,NO,2021-04-10 00:46:09,69.3143,16.1194,271.15,64,76,3.09
191,Vilhena,BR,2021-04-10 00:46:11,-12.7406,-60.1458,294.13,98,100,2.8
192,Murray Bridge,AU,2021-04-10 00:46:13,-35.1167,139.2667,289.26,74,94,1.79
193,Basco,PH,2021-04-10 00:46:14,20.4487,121.9702,297.32,73,6,7.71
194,Kirkenaer,NO,2021-04-10 00:46:16,60.4564,12.0582,271.15,59,0,2.57
195,Fortuna,US,2021-04-10 00:46:17,40.5982,-124.1573,283.15,81,90,5.66
196,Taltal,CL,2021-04-10 00:46:19,-25.4,-70.4833,291.8,80,90,1.52
197,Pisco,PE,2021-04-10 00:46:20,-13.7,-76.2167,293.71,77,0,7.72
198,Kruisfontein,ZA,2021-04-10 00:46:22,-34.0033,24.7314,285.93,95,40,1.33
199,Dong Hoi,VN,2021-04-10 00:46:23,17.4833,106.6,298.58,82,30,1.43
200,Katsuura,JP,2021-04-10 00:46:24,35.1333,140.3,282.04,57,100,1.34
201,Nome,US,2021-04-10 00:46:26,64.5011,-165.4064,255.37,65,1,5.14
202,Wilmington,US,2021-04-10 00:45:11,34.2257,-77.9447,295.15,68,1,4.63
203,Tubuala,PA,2021-04-10 00:46:28,9.5167,-79.0333,297.15,100,75,1.78
204,Xining,CN,2021-04-10 00:46:30,36.6167,101.7667,277.82,95,100,1.04
205,Staryy Nadym,RU,2021-04-10 00:46:31,65.6118,72.6842,274.69,99,100,7.65
206,Fort Nelson,CA,2021-04-10 00:46:34,58.8053,-122.7002,273.15,55,40,6.17
207,Senanga,ZM,2021-04-10 00:46:35,-16.1167,23.2667,289.29,60,0,2.46
208,Malibu,US,2021-04-10 00:46:37,34.005,-118.8101,295.93,38,5,3.03
209,Tomatlan,MX,2021-04-10 00:46:38,19.9333,-105.25,297.2,63,0,1.82
210,Longyearbyen,SJ,2021-04-10 00:45:25,78.2186,15.6401,273.15,69,75,7.72
211,Las Vegas,US,2021-04-10 00:44:01,36.175,-115.1372,301.15,6,1,2.06
212,Kaitangata,NZ,2021-04-10 00:46:42,-46.2817,169.8464,289.26,92,100,3.13
213,Panama City,PA,2021-04-10 00:42:32,8.9936,-79.5197,297.59,100,75,0.81
214,Caravelas,BR,2021-04-10 00:46:44,-17.7125,-39.2481,296.03,86,29,3.61
215,Kirakira,SB,2021-04-10 00:46:46,-10.4544,161.9205,301.79,74,99,4.0
216,Goundam,ML,2021-04-10 00:46:47,16.4145,-3.6708,301.83,11,0,3.85
217,Tiksi,RU,2021-04-10 00:46:49,71.6872,128.8694,250.22,99,100,2.77
218,Bandarbeyla,SO,2021-04-10 00:46:50,9.4942,50.8122,297.79,72,0,2.29
219,Zaigrayevo,RU,2021-04-10 00:46:52,51.8336,108.2703,277.15,52,20,5.0
220,Shingu,JP,2021-04-10 00:46:56,33.7333,135.9833,284.15,32,0,2.57
221,Emerald,AU,2021-04-10 00:46:57,-23.5333,148.1667,303.71,37,0,2.06
222,Chipinge,ZW,2021-04-10 00:47:00,-20.1883,32.6236,286.45,86,0,1.4
223,Kerema,PG,2021-04-10 00:47:01,-7.9631,145.7785,300.03,81,93,1.73
224,Port Said,EG,2021-04-10 00:47:02,31.2565,32.2841,288.15,55,20,8.75
225,Were Ilu,ET,2021-04-10 00:47:04,10.6,39.4333,284.87,32,36,1.24
226,Namibe,AO,2021-04-10 00:47:05,-15.1961,12.1522,299.21,80,92,2.73
227,Arvika,SE,2021-04-10 00:47:07,59.6553,12.5852,273.15,59,0,4.12
228,San Patricio,US,2021-04-10 00:47:08,28.017,-97.5169,302.15,70,1,6.17
229,Suffolk,US,2021-04-10 00:45:07,40.8668,-72.7996,282.15,81,90,3.09
230,Meulaboh,ID,2021-04-10 00:45:40,4.1363,96.1285,299.3,85,98,0.87
231,Khatanga,RU,2021-04-10 00:47:12,71.9667,102.5,256.68,77,24,2.79
232,Saint-Georges,GD,2021-04-10 00:46:17,12.0564,-61.7485,301.15,74,20,7.2
233,Adrar,MR,2021-04-10 00:47:14,20.5022,-10.0711,297.92,20,0,5.23
234,Merrill,US,2021-04-10 00:47:16,45.1805,-89.6835,284.15,76,90,3.09
235,Morros,BR,2021-04-10 00:47:17,-9.4467,-46.3003,297.93,61,83,1.36
236,Atambua,ID,2021-04-10 00:47:18,-9.1061,124.8925,299.34,65,62,0.69
237,Comodoro Rivadavia,AR,2021-04-10 00:44:39,-45.8667,-67.5,284.15,87,0,2.06
238,Molos,GR,2021-04-10 00:47:21,38.8167,22.65,280.37,58,0,0.45
239,Quesnel,CA,2021-04-10 00:47:22,52.9999,-122.5029,283.15,23,75,6.17
240,Mettur,IN,2021-04-10 00:47:24,11.8,77.8,296.85,79,0,1.36
